gene_set_source,gene_set_id,gene_set_label,gene_set_type,gene_set_size,cell_class,within_species_meanROC,human_meanROC,marmoset_meanROC,mouse_meanROC,human_marmoset_meanROC,human_mouse_meanROC,marmoset_mouse_meanROC
HGNC,405,Apolipoproteins,Other,21,Glutamatergic,0.510879358,0.498737505,0.516989811,0.516910759,0.503399364,0.503940306,0.511163601
HGNC,285,"G protein-coupled receptors, Class C orphans",Signaling,7,Glutamatergic,0.510516898,0.493341647,0.495481292,0.542727755,0.494000239,0.495025166,0.510888532
HGNC,205,Lysophosphatidic acid receptors,Signaling,6,Glutamatergic,0.51048118,0.537233111,0.515143324,0.479067104,0.501730984,0.518566114,0.477288776
HGNC,639,Mitochondrial respiratory chain complexes,Other,97,GABAergic,0.510443106,0.497468835,0.508392015,0.525468467,0.494057707,0.504493286,0.509412524
HGNC,289,Taste receptors,Signaling,42,GABAergic,0.510402894,0.481558606,0.546753084,0.502896992,0.501465439,0.497852978,0.497549788
HGNC,601,Interleukins,Other,43,Glutamatergic,0.5103268,0.531065859,0.479699572,0.520214968,0.487739689,0.506375122,0.517018577
HGNC,1366,Integrator complex,Other,15,Glutamatergic,0.510143453,0.518534656,0.512595238,0.499300466,0.503568658,0.488496134,0.502069642
HGNC,544,Exonucleases,Other,16,Glutamatergic,0.510013355,0.520599347,0.509360405,0.500080312,0.49603205,0.49475372,0.506397342
HGNC,1832,Thioesterase superfamily,Other,14,GABAergic,0.509985162,0.518205356,0.499477394,0.512272737,0.498872622,0.504218706,0.503479878
HGNC,130,Aminoacyl tRNA synthetases,Other,37,Glutamatergic,0.50986473,0.509439353,0.505945157,0.51420968,0.502247048,0.506702769,0.500023898
HGNC,595,INO80 complex ,Other,15,GABAergic,0.509770905,0.509781833,0.513874681,0.5056562,0.502017073,0.498833471,0.495329497
HGNC,1136,MAGE family,Other,40,Glutamatergic,0.509721554,0.512185925,0.505836267,0.511142472,0.502038319,0.501664226,0.506535591
HGNC,1911,ER membrane protein complex subunits,Other,10,GABAergic,0.509719919,0.508130368,0.506069137,0.514960252,0.49145868,0.500170514,0.505357165
HGNC,1374,TLC domain containing,Other,16,Glutamatergic,0.509702919,0.540835186,0.491752811,0.496520761,0.492040686,0.48473592,0.50812019
HGNC,102,Ubiquitin conjugating enzymes E2,Other,41,GABAergic,0.509693875,0.500557973,0.512368049,0.516155603,0.490854212,0.484317068,0.501925119
HGNC,1520,Minor spliceosome,Other,38,GABAergic,0.509548912,0.50767089,0.511695008,0.509280839,0.501403098,0.492095809,0.501322691
HGNC,1964,DECID complex,Other,10,Glutamatergic,0.50954132,0.514677994,0.507467129,0.506478837,0.503740188,0.498672635,0.495364415
HGNC,100,Ubiquitin like modifier activating enzymes,Other,10,Glutamatergic,0.50952466,0.516596427,0.504279501,0.507698053,0.49569176,0.496567625,0.512662935
HGNC,63,Zinc fingers AN1-type,Other,8,Glutamatergic,0.509293064,0.519819201,0.493678543,0.514381449,0.502838203,0.500257923,0.498218159
HGNC,591,C1-set domain containing,Other,42,GABAergic,0.509282072,0.525695727,0.5101052,0.492045288,0.50521887,0.494662488,0.497915598
HGNC,1060,Cohesin complex,Other,8,GABAergic,0.50926956,0.515863509,0.5022005,0.50974467,0.499444669,0.49557618,0.500331235
HGNC,96,Zinc fingers CW-type,Other,7,GABAergic,0.509084194,0.515458944,0.495142672,0.516650965,0.50129555,0.511418341,0.497812019
HGNC,1085,MCM family,Other,9,GABAergic,0.509028291,0.509797567,0.516190772,0.501096535,0.502803796,0.502615479,0.496263808
HGNC,488,Claudins,Other,23,Glutamatergic,0.508983525,0.512752814,0.508544762,0.505653,0.499118753,0.49107333,0.494860302
HGNC,1172,Lysozymes,Other,11,GABAergic,0.508957528,0.503167995,0.567556091,0.456148498,0.486098107,0.491606042,0.477882105
HGNC,482,Charged multivesicular body proteins,Other,11,GABAergic,0.50895468,0.517780258,0.497138448,0.511945335,0.495328875,0.50476423,0.499157264
HGNC,1665,Pseudouridine synthases,Other,13,GABAergic,0.508950596,0.509208863,0.501537623,0.516105302,0.499073015,0.496468962,0.496500278
HGNC,1153,Regulatory factor X family,Other,8,GABAergic,0.508931858,0.511797091,0.514915038,0.500083445,0.510083198,0.491984963,0.513079801
HGNC,781,Tumor necrosis factor superfamily,Other,18,Glutamatergic,0.5087594,0.532748821,0.510183619,0.483345762,0.499905659,0.468608381,0.476833611
HGNC,976,Chromobox family,Other,8,Glutamatergic,0.508629228,0.510841827,0.52271479,0.492331066,0.508772172,0.501958008,0.505334336
HGNC,665,Nuclear factors of activated T-cells ,Other,5,GABAergic,0.508538057,0.510153897,0.501675618,0.513784655,0.493751219,0.498919457,0.499053824
HGNC,276,Potassium inwardly rectifying channel subfamily J,Ion Channel,16,Glutamatergic,0.508458789,0.512864927,0.49063082,0.521880619,0.493915081,0.495124034,0.505127006
HGNC,483,Chemokine ligands,Other,45,Glutamatergic,0.508289732,0.496072255,0.505942989,0.52285395,0.502257603,0.498329893,0.602166169
HGNC,1917,COPI coat complex,Other,9,Glutamatergic,0.508193878,0.493708874,0.535944631,0.494928128,0.498795474,0.497405665,0.497640033
HGNC,135,Zinc fingers GRF-type,Other,7,GABAergic,0.508193848,0.517232452,0.492580598,0.514768494,0.499220181,0.491751105,0.50349577
HGNC,1636,Granule associated serine proteases of immune defence,Other,12,Glutamatergic,0.508185097,0.490830076,0.535235691,0.498489525,0.453275773,0.55662494,0.487716836
HGNC,1521,U11/U12 di-snRNP,Other,27,GABAergic,0.508137912,0.503865601,0.514067482,0.506480652,0.49699969,0.491785841,0.498078515
HGNC,677,Peptidyl arginine deiminases,Other,5,GABAergic,0.50811546,0.537461841,0.469015288,0.517869252,0.481914337,0.49986005,0.482950395
HGNC,1041,CTD family phosphatases,Other,8,GABAergic,0.5080406,0.489785181,0.513163041,0.521173579,0.503688332,0.496618402,0.506208033
HGNC,1504,Spliceosomal A complex,Other,44,Glutamatergic,0.508033824,0.506317557,0.503133853,0.514650062,0.501842949,0.496413092,0.495793957
HGNC,522,LIM class homeoboxes,Other,12,Glutamatergic,0.508032757,0.504860624,0.605001681,0.414235967,0.473112495,0.426340752,0.521581527
HGNC,105,Yip1 domain containing,Other,7,GABAergic,0.508025754,0.509937213,0.503578504,0.510561544,0.504837952,0.506658344,0.48843637
HGNC,982,E2F transcription factors,Other,8,GABAergic,0.507967158,0.50341786,0.519705102,0.500778513,0.498158603,0.498767279,0.49201931
HGNC,740,"Serine peptidase inhibitors, Kazal type",Other,10,GABAergic,0.507925983,0.510943879,0.492879464,0.519954607,0.501291319,0.507530918,0.512675771
HGNC,1693,Macro domain containing,Other,10,Glutamatergic,0.507907624,0.509654709,0.50923576,0.504832402,0.501698882,0.50153579,0.497630399
HGNC,740,"Serine peptidase inhibitors, Kazal type",Other,10,Glutamatergic,0.507875763,0.513583223,0.492175838,0.517868228,0.509074904,0.483828851,0.501575271
HGNC,957,Peroxins,Other,16,Glutamatergic,0.507756818,0.500987143,0.509689356,0.512593955,0.497046215,0.492452674,0.501453862
HGNC,905,Angiopoietin like family,Other,8,GABAergic,0.507740315,0.498884305,0.518273374,0.506063267,0.507336872,0.502086909,0.50281727
HGNC,499,DEAD-box helicases,Other,42,Glutamatergic,0.507673503,0.495014259,0.515919038,0.512087211,0.498038354,0.489844069,0.509117532
HGNC,961,NME/NM23 family,Other,9,Glutamatergic,0.507648136,0.510699264,0.499062745,0.513182398,0.501596333,0.503131028,0.496612815
HGNC,1064,Transmembrane p24 trafficking proteins,Other,10,GABAergic,0.507587999,0.508377991,0.507241591,0.507144414,0.509379079,0.506527725,0.505479996
HGNC,909,Cyclophilin peptidylprolyl isomerases,Other,19,GABAergic,0.507295602,0.50682824,0.510731028,0.504327539,0.499727505,0.497574258,0.493900612
HGNC,961,NME/NM23 family,Other,9,GABAergic,0.507232581,0.5197216,0.499605182,0.502370961,0.500528136,0.493655284,0.50981523
HGNC,1413,Glycoside hydrolase family 31,Other,7,GABAergic,0.507188387,0.49131799,0.513597804,0.516649366,0.502784245,0.498467368,0.508675104
HGNC,1060,Cohesin complex,Other,8,Glutamatergic,0.507163459,0.508229599,0.50221213,0.511048647,0.499270431,0.498414295,0.495985036
HGNC,1482,NSL histone acetyltransferase complex,Other,9,GABAergic,0.506942148,0.50338242,0.500984628,0.516459397,0.497806961,0.497866212,0.501262091
HGNC,1745,General transcription factor IIH complex subunits,Other,10,Glutamatergic,0.506670479,0.509783088,0.510769884,0.499458465,0.507061262,0.497725623,0.50800432
HGNC,1058,ATAC complex,Other,13,Glutamatergic,0.506641452,0.505164801,0.516522839,0.498236715,0.498676775,0.495779075,0.503662697
HGNC,1495,TOG domain containing,Other,10,GABAergic,0.5066259,0.510742504,0.50930894,0.499826256,0.502669276,0.494858167,0.503481029
HGNC,427,Glycosyl transferases group 1 domain containing,Other,10,Glutamatergic,0.506553612,0.503335277,0.502619692,0.513705866,0.491865866,0.504399047,0.492307662
HGNC,401,Alkylation repair homologs,Other,9,GABAergic,0.506509885,0.49729602,0.505183511,0.517050124,0.501862662,0.502894536,0.492979755
HGNC,587,Chaperonins,Other,15,Glutamatergic,0.506471946,0.509358745,0.495234765,0.514822327,0.503905766,0.498362618,0.505287269
HGNC,100,Ubiquitin like modifier activating enzymes,Other,10,GABAergic,0.506459141,0.504423939,0.497552013,0.51740147,0.489698173,0.513054737,0.501821919
HGNC,929,Actins,Other,7,Glutamatergic,0.506385551,0.498214101,0.527603242,0.493339308,0.501484308,0.495717389,0.509183642
HGNC,1118,ESCRT-III,Other,12,GABAergic,0.506346361,0.509799167,0.496655789,0.512584128,0.496203352,0.503247905,0.497394818
SynGO,GO:0099031,anchored component of postsynaptic density membrane,Signaling,7,GABAergic,0.506198678,0.498153968,0.515737842,0.504704224,0.502431453,0.486858762,0.505593905
HGNC,1452,Condensin I subunits,Other,5,Glutamatergic,0.506168383,0.515369718,0.511912426,0.491223003,0.500224814,0.498824327,0.483505984
HGNC,250,Cyclic nucleotide gated channels,Ion Channel,10,Glutamatergic,0.506037797,0.509876728,0.488765763,0.5194709,0.496326695,0.506245077,0.485126127
HGNC,441,Glucosaminyl (N-acetyl) transferases/xylosyltransferases,Other,7,GABAergic,0.50602362,0.489622655,0.549239894,0.479208311,0.482225076,0.474396586,0.48460417
HGNC,1967,Steroid 5-alpha reductase family,Other,5,Glutamatergic,0.505957706,0.523646937,0.502380293,0.491845886,0.51172223,0.49847107,0.490458475
HGNC,41,Acyl-CoA thioesterases,Other,10,GABAergic,0.505834541,0.515317476,0.500478773,0.501707373,0.49777104,0.500001023,0.501902114
HGNC,657,Myosin light chains,Other,14,GABAergic,0.505723739,0.515076224,0.496271471,0.505823524,0.500392133,0.499758916,0.509968915
HGNC,1824,B7 family,Other,10,GABAergic,0.505673627,0.515534002,0.496432865,0.505054015,0.507951552,0.509641053,0.501970867
HGNC,456,BPI fold containing,Other,16,GABAergic,0.505628,0.512660643,0.510300454,0.493922903,0.506591004,0.49921966,0.487956629
HGNC,1878,General transcription factor IID complex subunits ,Other,14,GABAergic,0.505483226,0.505150457,0.507575916,0.503723307,0.50231982,0.502666916,0.500567317
HGNC,1001,Cytochrome P450 family 2,Other,36,Glutamatergic,0.505408965,0.500977825,0.51343471,0.501814358,0.496927606,0.494339069,0.497471674
HGNC,669,OTU domain containing,Other,17,GABAergic,0.505394247,0.503821483,0.499490505,0.512870753,0.501618932,0.499613796,0.504925182
HGNC,660,N-alpha-acetyltransferase subunits,Other,13,GABAergic,0.505391505,0.501312799,0.510290692,0.504571024,0.500972127,0.500848792,0.508934846
HGNC,957,Peroxins,Other,16,GABAergic,0.505352962,0.500420693,0.516662628,0.498975563,0.507235815,0.499385289,0.498574491
HGNC,1743,Interferon regulatory factors ,Other,9,Glutamatergic,0.505323888,0.499561804,0.510687499,0.50572236,0.498328741,0.50191086,0.494749544
HGNC,1501,U2 small nuclear ribonucleoprotein ,Other,21,Glutamatergic,0.505232758,0.498567699,0.506743209,0.510387366,0.502722296,0.500675425,0.496256217
HGNC,1911,ER membrane protein complex subunits,Other,10,Glutamatergic,0.505113242,0.49868867,0.504238121,0.512412935,0.500564235,0.498445503,0.495353975
HGNC,616,Kallikreins,Other,16,GABAergic,0.505112967,0.48164664,0.50544243,0.528249831,0.492024673,0.449399441,0.511401664
HGNC,364,UBX domain containing,Other,13,GABAergic,0.505053279,0.505126953,0.499082996,0.510949886,0.501657471,0.501552903,0.507059638
HGNC,929,Actins,Other,7,GABAergic,0.504899219,0.497990585,0.519078828,0.497628245,0.5073811,0.497515561,0.498651642
HGNC,964,Cystatin superfamily,Other,22,Glutamatergic,0.504842384,0.509101579,0.513572052,0.49185352,0.498159196,0.498058115,0.500747057
HGNC,1169,UPF1 like RNA helicases,Other,11,GABAergic,0.504798679,0.511065557,0.499715467,0.503615011,0.500345628,0.499232601,0.494207776
HGNC,343,Guanylate cyclase receptors,Signaling,7,Glutamatergic,0.504758068,0.498479086,0.504957519,0.510837598,0.500654746,0.488579154,0.50134986
HGNC,1415,DNA transposon derived genes,Other,21,Glutamatergic,0.504745973,0.508326571,0.502467769,0.50344358,0.497128882,0.495848342,0.500813936
HGNC,1118,ESCRT-III,Other,12,Glutamatergic,0.50470947,0.510173836,0.503834623,0.500119951,0.503254564,0.503281223,0.500659396
HGNC,1574,KMN network,Other,10,GABAergic,0.504544803,0.49787183,0.518399951,0.497362627,0.506290276,0.49872281,0.491549704
HGNC,979,COMM domain containing,Other,10,GABAergic,0.504455929,0.504074078,0.5049241,0.50436961,0.501330158,0.494302918,0.498980878
HGNC,1504,Spliceosomal A complex,Other,44,GABAergic,0.504351777,0.504015019,0.506074382,0.502965929,0.50044137,0.491247353,0.49571741
HGNC,1023,CCR4-NOT transcription complex,Other,12,GABAergic,0.504112931,0.498562972,0.504761046,0.509014775,0.499144764,0.497480712,0.495653235
HGNC,1500,SMN complex,Other,10,GABAergic,0.504065049,0.505664971,0.503281187,0.503248989,0.49172996,0.501621312,0.507958867
HGNC,905,Angiopoietin like family,Other,8,Glutamatergic,0.5039928,0.497462698,0.49870341,0.515812291,0.494458536,0.512275624,0.501491837
HGNC,981,Dynein regulatory complex,Other,11,GABAergic,0.503985759,0.497402917,0.506643606,0.507910755,0.493319624,0.492393918,0.508844748
HGNC,482,Charged multivesicular body proteins,Other,11,Glutamatergic,0.503939324,0.513228165,0.503952327,0.49463748,0.505552607,0.504217735,0.502241616
HGNC,90,Zinc fingers SWIM-type,Other,10,Glutamatergic,0.503923074,0.495299426,0.512285524,0.504184272,0.498692948,0.498188854,0.516664848
HGNC,1415,DNA transposon derived genes,Other,21,GABAergic,0.503907161,0.502604986,0.508470704,0.500645792,0.504747608,0.495021349,0.501995274
HGNC,1503,U5 small nuclear ribonucleoprotein,Other,17,GABAergic,0.503880041,0.504576263,0.4974119,0.50965196,0.507077697,0.502048052,0.499615678
HGNC,1968,Sad1 and UNC84 domain containing,Other,5,Glutamatergic,0.503733508,0.505501259,0.494771912,0.510927351,0.498221454,0.504692871,0.501627687
HGNC,1734,Stomatin family,Other,5,GABAergic,0.503723815,0.522706762,0.49150856,0.496956121,0.505158056,0.504855707,0.499053205
HGNC,772,Trafficking protein particle complex,Other,14,GABAergic,0.503692012,0.497218213,0.507628331,0.506229492,0.496305057,0.49389863,0.504459447
HGNC,1169,UPF1 like RNA helicases,Other,11,Glutamatergic,0.503568527,0.495655265,0.511559064,0.503491252,0.496678647,0.4942529,0.500847155
HGNC,132,"Aminoacyl tRNA synthetases, Class II",Other,19,GABAergic,0.503540526,0.506924508,0.5063519,0.49734517,0.498912987,0.497717354,0.499555498
HGNC,1502,U4/U6 small nuclear ribonucleoprotein ,Other,15,GABAergic,0.503480245,0.502171357,0.503363693,0.504905685,0.501325016,0.499979443,0.492848681
HGNC,766,T-box transcription factors,Other,18,GABAergic,0.503432949,0.507227112,0.503323455,0.499748279,0.505370241,0.503073436,0.551750967
HGNC,1743,Interferon regulatory factors ,Other,9,GABAergic,0.503337857,0.486886708,0.510749652,0.512377213,0.498779811,0.493424561,0.495747843
HGNC,422,BEN domain containing,Other,9,Glutamatergic,0.502701784,0.509608603,0.505284953,0.493211795,0.496395478,0.484794472,0.511220039
HGNC,1824,B7 family,Other,10,Glutamatergic,0.502592671,0.50221883,0.513664225,0.491894957,0.499181042,0.491890816,0.499313485
HGNC,1150,NADH:ubiquinone oxidoreductase supernumerary subunits,Other,30,GABAergic,0.502499406,0.488757022,0.505361258,0.513379939,0.495253059,0.497123036,0.499743168
SynGO,GO:0098810,neurotransmitter reuptake,Signaling,5,Glutamatergic,0.502428913,0.517332771,0.48755221,0.502401757,0.474696733,0.479462136,0.527708473
HGNC,665,Nuclear factors of activated T-cells ,Other,5,Glutamatergic,0.502339935,0.500969613,0.504339039,0.501711153,0.500702103,0.505006426,0.495465545
HGNC,310,7TM orphan receptors,Signaling,6,Glutamatergic,0.502305117,0.499197222,0.504614328,0.5031038,0.495310942,0.497753235,0.510541594
HGNC,1968,Sad1 and UNC84 domain containing,Other,5,GABAergic,0.502294086,0.500421041,0.501772883,0.504688334,0.500287077,0.502524544,0.502910341
HGNC,533,Helix-turn-helix CENPB type domain containing,Other,13,GABAergic,0.502266759,0.499888108,0.504903581,0.502008588,0.502299486,0.497750429,0.50083314
HGNC,1482,NSL histone acetyltransferase complex,Other,9,Glutamatergic,0.502118128,0.499158615,0.512502668,0.494693102,0.498990226,0.492303871,0.500601952
HGNC,1121,Eukaryotic translation initiation factor 3,Other,13,Glutamatergic,0.502091265,0.507866632,0.513212914,0.485194248,0.500319813,0.495051931,0.497627357
HGNC,595,INO80 complex ,Other,15,Glutamatergic,0.502025823,0.507329055,0.504910986,0.493837428,0.501189073,0.499756883,0.505107562
HGNC,1121,Eukaryotic translation initiation factor 3,Other,13,GABAergic,0.50192763,0.502415484,0.50025208,0.503115326,0.498847505,0.497815051,0.501363727
HGNC,640,Mitochondrial complex I: NADH:ubiquinone oxidoreductase subunits,Other,44,GABAergic,0.501705124,0.485267781,0.504497588,0.515350002,0.492051744,0.49452713,0.504206582
HGNC,1498,NTC associated proteins,Other,16,GABAergic,0.501533828,0.495695686,0.502197547,0.50670825,0.497597996,0.494669531,0.496594715
HGNC,1499,U1 small nuclear ribonucleoprotein,Other,12,Glutamatergic,0.501411104,0.494621617,0.490537334,0.51907436,0.491267461,0.496802262,0.488933954
HGNC,819,Guanylate cyclases,Other,11,GABAergic,0.501382953,0.508247994,0.493778538,0.502122327,0.503545205,0.506353814,0.500869274
HGNC,210,Nucleotide like receptors,Signaling,12,GABAergic,0.501340451,0.507856135,0.483811428,0.51235379,0.49241155,0.491832126,0.512824988
HGNC,1831,Torsins,Other,5,Glutamatergic,0.501321662,0.502738919,0.499494437,0.501731628,0.494930347,0.493344067,0.498501404
HGNC,458,Butyrophilins,Other,15,Glutamatergic,0.501310254,0.498730206,0.499757942,0.505442614,0.502362219,0.502211433,0.507650733
HGNC,755,Sp transcription factors,Other,9,Glutamatergic,0.501212614,0.495793627,0.500097936,0.507746279,0.496445456,0.49467409,0.523890551
HGNC,1024,DNA glycosylases,Other,11,Glutamatergic,0.500966505,0.509656265,0.501940199,0.491303051,0.498977649,0.5037844,0.504650686
HGNC,132,"Aminoacyl tRNA synthetases, Class II",Other,19,Glutamatergic,0.500808813,0.49975237,0.502905495,0.499768573,0.496804071,0.498350368,0.499330967
HGNC,579,G-patch domain containing,Other,22,GABAergic,0.50078278,0.502175812,0.498856189,0.501316339,0.494520314,0.493576094,0.498130455
HGNC,982,E2F transcription factors,Other,8,Glutamatergic,0.500489809,0.505267869,0.502484991,0.493716568,0.500285865,0.499165352,0.48880314
